VendaID,ClienteID,ProdutoID,Quantidade,Preço_x,Valor,Data,Total,Cliente,Cidade,Produto,Categoria,Preço_y
3946,53,3,2,180.0,360.0,2024-12-12,360.0,Aylla Ramos,Petrolina,Mouse Gamer,Periféricos,180
109,105,4,5,320.0,1600.0,2024-12-12,1600.0,Nina da Costa,Abreu e Lima,Teclado Mecânico,Periféricos,320
4136,38,13,1,870.0,870.0,2024-12-13,870.0,Francisco Mendonça,Cabo de Santo Agostinho,Mesa Escritório,Móveis,870
2630,123,10,4,270.0,1080.0,2024-12-13,1080.0,Cecília da Paz,Cabo de Santo Agostinho,Webcam Full HD,Vídeo,270
1960,101,5,5,1100.0,5500.0,2024-12-13,5500.0,Clarice Costela,Paulista,Monitor 24,Monitores,1100
3681,15,5,1,1100.0,1100.0,2024-12-13,1100.0,Sra. Ester Novaes,Paulista,Monitor 24,Monitores,1100
2517,35,2,2,3900.0,7800.0,2024-12-13,7800.0,João Vitor Sales,Petrolina,Notebook Lenovo,Informática,3900
366,159,7,5,480.0,2400.0,2024-12-13,2400.0,Melissa Albuquerque,Olinda,SSD 1TB,Hardware,480
3698,98,15,1,5200.0,5200.0,2024-12-13,5200.0,Ana Laura Moura,Jaboatão,Placa de Vídeo RTX,Hardware,5200
1387,96,3,1,180.0,180.0,2024-12-13,180.0,João Felipe Nogueira,Cabo de Santo Agostinho,Mouse Gamer,Periféricos,180
933,71,13,4,870.0,3480.0,2024-12-13,3480.0,Dr. Matheus Barros,Caruaru,Mesa Escritório,Móveis,870
3842,52,3,4,180.0,720.0,2024-12-13,720.0,Vinicius Cirino,Abreu e Lima,Mouse Gamer,Periféricos,180
2405,173,5,4,1100.0,4400.0,2024-12-14,4400.0,Laura Barbosa,Garanhuns,Monitor 24,Monitores,1100
1880,13,12,4,1550.0,6200.0,2024-12-14,6200.0,Yago Silva,Recife,Cadeira Gamer,Móveis,1550
4247,94,6,2,1700.0,3400.0,2024-12-14,3400.0,João Guilherme Cavalcanti,Paulista,Monitor 27,Monitores,1700
1415,100,15,5,5200.0,26000.0,2024-12-14,26000.0,Maria Laura Cirino,Jaboatão,Placa de Vídeo RTX,Hardware,5200
327,191,3,1,180.0,180.0,2024-12-15,180.0,Brenda Guerra,Paulista,Mouse Gamer,Periféricos,180
4005,115,1,2,4200.0,8400.0,2024-12-15,8400.0,Ester Novaes,Recife,Notebook Dell,Informática,4200
257,172,10,4,270.0,1080.0,2024-12-15,1080.0,Elisa Carvalho,Jaboatão,Webcam Full HD,Vídeo,270
4777,128,4,5,320.0,1600.0,2024-12-15,1600.0,Luísa Sousa,Igarassu,Teclado Mecânico,Periféricos,320
3153,199,1,3,4200.0,12600.0,2024-12-15,12600.0,Sr. Vinícius Santos,Paulista,Notebook Dell,Informática,4200
4603,7,13,2,870.0,1740.0,2024-12-15,1740.0,Luiz Gustavo Moraes,Olinda,Mesa Escritório,Móveis,870
966,171,15,3,5200.0,15600.0,2024-12-15,15600.0,Melissa da Paz,Jaboatão,Placa de Vídeo RTX,Hardware,5200
3206,136,12,2,1550.0,3100.0,2024-12-15,3100.0,Henry Gabriel Novaes,Cabo de Santo Agostinho,Cadeira Gamer,Móveis,1550
4316,74,13,3,870.0,2610.0,2024-12-15,2610.0,Dante Casa Grande,Jaboatão,Mesa Escritório,Móveis,870
4873,17,6,4,1700.0,6800.0,2024-12-15,6800.0,Maria Laura Gonçalves,Igarassu,Monitor 27,Monitores,1700
4731,10,15,1,5200.0,5200.0,2024-12-15,5200.0,Anna Liz Castro,Abreu e Lima,Placa de Vídeo RTX,Hardware,5200
3363,35,6,4,1700.0,6800.0,2024-12-16,6800.0,João Vitor Sales,Petrolina,Monitor 27,Monitores,1700
3495,47,13,4,870.0,3480.0,2024-12-16,3480.0,Antonella Macedo,Olinda,Mesa Escritório,Móveis,870
2553,146,3,5,180.0,900.0,2024-12-16,900.0,Daniela Fogaça,Igarassu,Mouse Gamer,Periféricos,180
2266,85,15,4,5200.0,20800.0,2024-12-16,20800.0,Davi Lucas Siqueira,Paulista,Placa de Vídeo RTX,Hardware,5200
496,84,12,1,1550.0,1550.0,2024-12-16,1550.0,Benício Moreira,Recife,Cadeira Gamer,Móveis,1550
2585,94,8,4,420.0,1680.0,2024-12-16,1680.0,João Guilherme Cavalcanti,Paulista,HD 2TB,Hardware,420
4832,146,7,1,480.0,480.0,2024-12-16,480.0,Daniela Fogaça,Igarassu,SSD 1TB,Hardware,480
2915,78,5,2,1100.0,2200.0,2024-12-16,2200.0,Davi Leão,Garanhuns,Monitor 24,Monitores,1100
4929,154,9,4,350.0,1400.0,2024-12-16,1400.0,Clarice Lopes,Recife,Headset Gamer,Áudio,350
1214,40,3,4,180.0,720.0,2024-12-17,720.0,Sra. Nina Freitas,Petrolina,Mouse Gamer,Periféricos,180
1990,88,14,1,450.0,450.0,2024-12-17,450.0,Dante Cavalcanti,Cabo de Santo Agostinho,Microfone USB,Áudio,450
4121,194,2,4,3900.0,15600.0,2024-12-17,15600.0,Luiza Monteiro,Recife,Notebook Lenovo,Informática,3900
4387,130,10,3,270.0,810.0,2024-12-17,810.0,Ana Laura Peixoto,Olinda,Webcam Full HD,Vídeo,270
304,143,3,3,180.0,540.0,2024-12-17,540.0,Benício da Conceição,Igarassu,Mouse Gamer,Periféricos,180
3835,152,13,4,870.0,3480.0,2024-12-18,3480.0,Matheus Borges,Igarassu,Mesa Escritório,Móveis,870
1309,136,12,5,1550.0,7750.0,2024-12-18,7750.0,Henry Gabriel Novaes,Cabo de Santo Agostinho,Cadeira Gamer,Móveis,1550
1817,60,9,1,350.0,350.0,2024-12-18,350.0,Mirella da Costa,Olinda,Headset Gamer,Áudio,350
1132,177,12,2,1550.0,3100.0,2024-12-18,3100.0,Noah Garcia,Igarassu,Cadeira Gamer,Móveis,1550
1815,39,8,2,420.0,840.0,2024-12-18,840.0,Vitor Hugo Nascimento,Olinda,HD 2TB,Hardware,420
1110,49,15,1,5200.0,5200.0,2024-12-18,5200.0,Davi Lucas da Cruz,Olinda,Placa de Vídeo RTX,Hardware,5200
2729,164,3,2,180.0,360.0,2024-12-18,360.0,Sr. Felipe Cirino,Paulista,Mouse Gamer,Periféricos,180
3325,80,14,3,450.0,1350.0,2024-12-18,1350.0,Sr. Liam Novaes,Caruaru,Microfone USB,Áudio,450
3189,179,7,2,480.0,960.0,2024-12-19,960.0,Marina Fonseca,Cabo de Santo Agostinho,SSD 1TB,Hardware,480
2346,14,7,3,480.0,1440.0,2024-12-19,1440.0,Leandro Cavalcanti,Olinda,SSD 1TB,Hardware,480
4580,186,4,5,320.0,1600.0,2024-12-19,1600.0,Dr. Benício Nunes,Garanhuns,Teclado Mecânico,Periféricos,320
3889,62,8,3,420.0,1260.0,2024-12-19,1260.0,Melissa das Neves,Olinda,HD 2TB,Hardware,420
1046,49,7,3,480.0,1440.0,2024-12-19,1440.0,Davi Lucas da Cruz,Olinda,SSD 1TB,Hardware,480
4552,119,13,3,870.0,2610.0,2024-12-19,2610.0,Davi Lucca Nascimento,Cabo de Santo Agostinho,Mesa Escritório,Móveis,870
1488,148,10,4,270.0,1080.0,2024-12-20,1080.0,Rodrigo Andrade,Paulista,Webcam Full HD,Vídeo,270
2668,24,1,1,4200.0,4200.0,2024-12-20,4200.0,Julia Moreira,Paulista,Notebook Dell,Informática,4200
2825,108,1,2,4200.0,8400.0,2024-12-20,8400.0,Oliver Montenegro,Cabo de Santo Agostinho,Notebook Dell,Informática,4200
1411,193,4,2,320.0,640.0,2024-12-20,640.0,Dr. Luiz Otávio Sales,Petrolina,Teclado Mecânico,Periféricos,320
1155,184,10,3,270.0,810.0,2024-12-20,810.0,Thomas Melo,Cabo de Santo Agostinho,Webcam Full HD,Vídeo,270
4172,105,1,5,4200.0,21000.0,2024-12-20,21000.0,Nina da Costa,Abreu e Lima,Notebook Dell,Informática,4200
3245,191,15,4,5200.0,20800.0,2024-12-20,20800.0,Brenda Guerra,Paulista,Placa de Vídeo RTX,Hardware,5200
1025,19,10,4,270.0,1080.0,2024-12-20,1080.0,Maysa Borges,Recife,Webcam Full HD,Vídeo,270
4103,20,12,4,1550.0,6200.0,2024-12-21,6200.0,Ana Clara Melo,Igarassu,Cadeira Gamer,Móveis,1550
3213,71,11,5,980.0,4900.0,2024-12-21,4900.0,Dr. Matheus Barros,Caruaru,Impressora Epson,Escritório,980
1285,188,1,2,4200.0,8400.0,2024-12-21,8400.0,Sr. Léo Sales,Garanhuns,Notebook Dell,Informática,4200
3299,200,2,2,3900.0,7800.0,2024-12-21,7800.0,Isabelly Sá,Recife,Notebook Lenovo,Informática,3900
2210,188,5,2,1100.0,2200.0,2024-12-21,2200.0,Sr. Léo Sales,Garanhuns,Monitor 24,Monitores,1100
250,58,7,3,480.0,1440.0,2024-12-21,1440.0,Enzo da Rocha,Paulista,SSD 1TB,Hardware,480
1726,99,6,4,1700.0,6800.0,2024-12-22,6800.0,Maya Nogueira,Caruaru,Monitor 27,Monitores,1700
3653,112,13,5,870.0,4350.0,2024-12-22,4350.0,Maysa Cardoso,Igarassu,Mesa Escritório,Móveis,870
1708,56,15,4,5200.0,20800.0,2024-12-22,20800.0,Antonella Marques,Olinda,Placa de Vídeo RTX,Hardware,5200
3623,65,11,3,980.0,2940.0,2024-12-22,2940.0,João Pedro Viana,Garanhuns,Impressora Epson,Escritório,980
825,60,13,4,870.0,3480.0,2024-12-22,3480.0,Mirella da Costa,Olinda,Mesa Escritório,Móveis,870
1247,89,13,4,870.0,3480.0,2024-12-22,3480.0,Dom Sales,Caruaru,Mesa Escritório,Móveis,870
1039,116,11,3,980.0,2940.0,2024-12-22,2940.0,Ravi Albuquerque,Olinda,Impressora Epson,Escritório,980
2316,170,4,4,320.0,1280.0,2024-12-22,1280.0,Srta. Manuella Mendes,Igarassu,Teclado Mecânico,Periféricos,320
3054,93,6,1,1700.0,1700.0,2024-12-23,1700.0,Sra. Maria Clara Cavalcante,Petrolina,Monitor 27,Monitores,1700
4054,68,13,2,870.0,1740.0,2024-12-23,1740.0,Asafe Cunha,Petrolina,Mesa Escritório,Móveis,870
2589,36,2,5,3900.0,19500.0,2024-12-23,19500.0,Rebeca Ramos,Olinda,Notebook Lenovo,Informática,3900
1157,2,3,2,180.0,360.0,2024-12-23,360.0,Asafe Viana,Recife,Mouse Gamer,Periféricos,180
1176,117,4,3,320.0,960.0,2024-12-23,960.0,Leonardo Sá,Jaboatão,Teclado Mecânico,Periféricos,320
743,61,15,2,5200.0,10400.0,2024-12-23,10400.0,Joana Pastor,Paulista,Placa de Vídeo RTX,Hardware,5200
2804,33,2,5,3900.0,19500.0,2024-12-23,19500.0,Isabela das Neves,Jaboatão,Notebook Lenovo,Informática,3900
4633,17,10,5,270.0,1350.0,2024-12-23,1350.0,Maria Laura Gonçalves,Igarassu,Webcam Full HD,Vídeo,270
381,68,13,2,870.0,1740.0,2024-12-23,1740.0,Asafe Cunha,Petrolina,Mesa Escritório,Móveis,870
2280,174,10,3,270.0,810.0,2024-12-23,810.0,Gael Andrade,Igarassu,Webcam Full HD,Vídeo,270
3908,159,6,1,1700.0,1700.0,2024-12-23,1700.0,Melissa Albuquerque,Olinda,Monitor 27,Monitores,1700
4328,8,11,2,980.0,1960.0,2024-12-23,1960.0,Heitor Gomes,Igarassu,Impressora Epson,Escritório,980
89,24,15,1,5200.0,5200.0,2024-12-24,5200.0,Julia Moreira,Paulista,Placa de Vídeo RTX,Hardware,5200
1770,188,7,3,480.0,1440.0,2024-12-24,1440.0,Sr. Léo Sales,Garanhuns,SSD 1TB,Hardware,480
2197,162,2,3,3900.0,11700.0,2024-12-24,11700.0,Antônio Machado,Paulista,Notebook Lenovo,Informática,3900
2866,108,11,3,980.0,2940.0,2024-12-24,2940.0,Oliver Montenegro,Cabo de Santo Agostinho,Impressora Epson,Escritório,980
1966,37,11,4,980.0,3920.0,2024-12-24,3920.0,João Guilherme Silveira,Olinda,Impressora Epson,Escritório,980
3029,169,1,1,4200.0,4200.0,2024-12-24,4200.0,Rael Duarte,Olinda,Notebook Dell,Informática,4200
637,168,5,1,1100.0,1100.0,2024-12-25,1100.0,Nina Caldeira,Garanhuns,Monitor 24,Monitores,1100
1983,123,15,1,5200.0,5200.0,2024-12-25,5200.0,Cecília da Paz,Cabo de Santo Agostinho,Placa de Vídeo RTX,Hardware,5200
365,79,14,4,450.0,1800.0,2024-12-25,1800.0,Evelyn Pinto,Cabo de Santo Agostinho,Microfone USB,Áudio,450
4523,83,4,3,320.0,960.0,2024-12-25,960.0,Antony Teixeira,Petrolina,Teclado Mecânico,Periféricos,320
3004,166,15,5,5200.0,26000.0,2024-12-25,26000.0,Daniela Azevedo,Olinda,Placa de Vídeo RTX,Hardware,5200
3411,191,4,4,320.0,1280.0,2024-12-25,1280.0,Brenda Guerra,Paulista,Teclado Mecânico,Periféricos,320
1695,27,5,1,1100.0,1100.0,2024-12-25,1100.0,Fernando da Paz,Caruaru,Monitor 24,Monitores,1100
235,7,5,5,1100.0,5500.0,2024-12-25,5500.0,Luiz Gustavo Moraes,Olinda,Monitor 24,Monitores,1100
705,102,10,2,270.0,540.0,2024-12-26,540.0,Mariane da Rosa,Igarassu,Webcam Full HD,Vídeo,270
2294,29,1,2,4200.0,8400.0,2024-12-26,8400.0,Rafaela Barbosa,Jaboatão,Notebook Dell,Informática,4200
810,20,7,2,480.0,960.0,2024-12-26,960.0,Ana Clara Melo,Igarassu,SSD 1TB,Hardware,480
3191,120,1,1,4200.0,4200.0,2024-12-26,4200.0,Sofia Casa Grande,Abreu e Lima,Notebook Dell,Informática,4200
539,24,5,2,1100.0,2200.0,2024-12-26,2200.0,Julia Moreira,Paulista,Monitor 24,Monitores,1100
916,48,13,3,870.0,2610.0,2024-12-26,2610.0,Luigi Mendes,Cabo de Santo Agostinho,Mesa Escritório,Móveis,870
3099,143,15,5,5200.0,26000.0,2024-12-26,26000.0,Benício da Conceição,Igarassu,Placa de Vídeo RTX,Hardware,5200
4723,180,12,2,1550.0,3100.0,2024-12-26,3100.0,Isaac Castro,Paulista,Cadeira Gamer,Móveis,1550
2921,194,14,4,450.0,1800.0,2024-12-26,1800.0,Luiza Monteiro,Recife,Microfone USB,Áudio,450
3469,82,15,5,5200.0,26000.0,2024-12-27,26000.0,Bernardo da Luz,Paulista,Placa de Vídeo RTX,Hardware,5200
4283,58,7,4,480.0,1920.0,2024-12-27,1920.0,Enzo da Rocha,Paulista,SSD 1TB,Hardware,480
2297,107,14,1,450.0,450.0,2024-12-27,450.0,Antonella Barros,Abreu e Lima,Microfone USB,Áudio,450
1868,4,3,1,180.0,180.0,2024-12-27,180.0,Bella Campos,Paulista,Mouse Gamer,Periféricos,180
4389,155,3,4,180.0,720.0,2024-12-27,720.0,Caleb Moraes,Abreu e Lima,Mouse Gamer,Periféricos,180
2393,52,4,2,320.0,640.0,2024-12-27,640.0,Vinicius Cirino,Abreu e Lima,Teclado Mecânico,Periféricos,320
2538,19,5,5,1100.0,5500.0,2024-12-27,5500.0,Maysa Borges,Recife,Monitor 24,Monitores,1100
2654,186,15,2,5200.0,10400.0,2024-12-27,10400.0,Dr. Benício Nunes,Garanhuns,Placa de Vídeo RTX,Hardware,5200
4246,12,5,5,1100.0,5500.0,2024-12-27,5500.0,Pedro da Rosa,Recife,Monitor 24,Monitores,1100
4648,107,14,4,450.0,1800.0,2024-12-27,1800.0,Antonella Barros,Abreu e Lima,Microfone USB,Áudio,450
2412,193,6,3,1700.0,5100.0,2024-12-28,5100.0,Dr. Luiz Otávio Sales,Petrolina,Monitor 27,Monitores,1700
2087,59,3,1,180.0,180.0,2024-12-28,180.0,Marcelo Montenegro,Caruaru,Mouse Gamer,Periféricos,180
4674,177,2,2,3900.0,7800.0,2024-12-28,7800.0,Noah Garcia,Igarassu,Notebook Lenovo,Informática,3900
809,36,9,2,350.0,700.0,2024-12-28,700.0,Rebeca Ramos,Olinda,Headset Gamer,Áudio,350
3966,124,11,2,980.0,1960.0,2024-12-28,1960.0,Yago da Mata,Abreu e Lima,Impressora Epson,Escritório,980
4200,65,9,1,350.0,350.0,2024-12-28,350.0,João Pedro Viana,Garanhuns,Headset Gamer,Áudio,350
3387,189,9,1,350.0,350.0,2024-12-29,350.0,Enrico Pacheco,Olinda,Headset Gamer,Áudio,350
4963,117,6,5,1700.0,8500.0,2024-12-29,8500.0,Leonardo Sá,Jaboatão,Monitor 27,Monitores,1700
1414,62,13,5,870.0,4350.0,2024-12-29,4350.0,Melissa das Neves,Olinda,Mesa Escritório,Móveis,870
2576,142,1,1,4200.0,4200.0,2024-12-29,4200.0,Srta. Stephany da Cruz,Jaboatão,Notebook Dell,Informática,4200
2986,43,15,1,5200.0,5200.0,2024-12-29,5200.0,Enrico Sampaio,Caruaru,Placa de Vídeo RTX,Hardware,5200
3002,125,15,2,5200.0,10400.0,2024-12-29,10400.0,Vitor Hugo Fonseca,Garanhuns,Placa de Vídeo RTX,Hardware,5200
2209,137,11,1,980.0,980.0,2024-12-29,980.0,Kevin Pastor,Jaboatão,Impressora Epson,Escritório,980
69,26,14,5,450.0,2250.0,2024-12-30,2250.0,Isadora Rezende,Abreu e Lima,Microfone USB,Áudio,450
3925,83,14,2,450.0,900.0,2024-12-30,900.0,Antony Teixeira,Petrolina,Microfone USB,Áudio,450
4455,156,10,3,270.0,810.0,2024-12-30,810.0,Maria Vitória Freitas,Petrolina,Webcam Full HD,Vídeo,270
1406,140,13,3,870.0,2610.0,2024-12-30,2610.0,Srta. Ágatha Nascimento,Caruaru,Mesa Escritório,Móveis,870
4049,150,9,3,350.0,1050.0,2024-12-30,1050.0,Benicio Dias,Petrolina,Headset Gamer,Áudio,350
1254,96,8,4,420.0,1680.0,2024-12-30,1680.0,João Felipe Nogueira,Cabo de Santo Agostinho,HD 2TB,Hardware,420
3428,23,15,4,5200.0,20800.0,2024-12-30,20800.0,Dr. Benicio Peixoto,Cabo de Santo Agostinho,Placa de Vídeo RTX,Hardware,5200
4478,112,6,3,1700.0,5100.0,2024-12-30,5100.0,Maysa Cardoso,Igarassu,Monitor 27,Monitores,1700
2196,125,1,1,4200.0,4200.0,2024-12-30,4200.0,Vitor Hugo Fonseca,Garanhuns,Notebook Dell,Informática,4200
999,89,2,2,3900.0,7800.0,2024-12-31,7800.0,Dom Sales,Caruaru,Notebook Lenovo,Informática,3900
3407,124,15,2,5200.0,10400.0,2024-12-31,10400.0,Yago da Mata,Abreu e Lima,Placa de Vídeo RTX,Hardware,5200
2435,46,14,4,450.0,1800.0,2024-12-31,1800.0,Noah Moreira,Igarassu,Microfone USB,Áudio,450
1921,152,2,2,3900.0,7800.0,2024-12-31,7800.0,Matheus Borges,Igarassu,Notebook Lenovo,Informática,3900
512,174,2,3,3900.0,11700.0,2025-01-01,11700.0,Gael Andrade,Igarassu,Notebook Lenovo,Informática,3900
4158,29,12,4,1550.0,6200.0,2025-01-01,6200.0,Rafaela Barbosa,Jaboatão,Cadeira Gamer,Móveis,1550
3694,178,13,4,870.0,3480.0,2025-01-01,3480.0,Dra. Camila Camargo,Abreu e Lima,Mesa Escritório,Móveis,870
3695,66,14,3,450.0,1350.0,2025-01-01,1350.0,Marina Brito,Petrolina,Microfone USB,Áudio,450
423,132,11,4,980.0,3920.0,2025-01-01,3920.0,Sarah Pimenta,Caruaru,Impressora Epson,Escritório,980
627,83,10,1,270.0,270.0,2025-01-01,270.0,Antony Teixeira,Petrolina,Webcam Full HD,Vídeo,270
3013,48,14,5,450.0,2250.0,2025-01-01,2250.0,Luigi Mendes,Cabo de Santo Agostinho,Microfone USB,Áudio,450
387,19,2,2,3900.0,7800.0,2025-01-02,7800.0,Maysa Borges,Recife,Notebook Lenovo,Informática,3900
4423,95,1,1,4200.0,4200.0,2025-01-02,4200.0,Dra. Letícia Melo,Garanhuns,Notebook Dell,Informática,4200
1549,110,4,5,320.0,1600.0,2025-01-02,1600.0,Ana Júlia Vieira,Paulista,Teclado Mecânico,Periféricos,320
4231,184,2,3,3900.0,11700.0,2025-01-02,11700.0,Thomas Melo,Cabo de Santo Agostinho,Notebook Lenovo,Informática,3900
2524,2,9,1,350.0,350.0,2025-01-02,350.0,Asafe Viana,Recife,Headset Gamer,Áudio,350
4466,120,7,3,480.0,1440.0,2025-01-02,1440.0,Sofia Casa Grande,Abreu e Lima,SSD 1TB,Hardware,480
29,4,8,5,420.0,2100.0,2025-01-03,2100.0,Bella Campos,Paulista,HD 2TB,Hardware,420
3647,122,9,4,350.0,1400.0,2025-01-03,1400.0,Maria Fernanda Freitas,Cabo de Santo Agostinho,Headset Gamer,Áudio,350
593,86,9,1,350.0,350.0,2025-01-03,350.0,Sra. Larissa Pereira,Recife,Headset Gamer,Áudio,350
3024,98,5,5,1100.0,5500.0,2025-01-04,5500.0,Ana Laura Moura,Jaboatão,Monitor 24,Monitores,1100
1305,182,3,3,180.0,540.0,2025-01-04,540.0,Dante Andrade,Paulista,Mouse Gamer,Periféricos,180
858,2,9,5,350.0,1750.0,2025-01-04,1750.0,Asafe Viana,Recife,Headset Gamer,Áudio,350
3204,183,7,5,480.0,2400.0,2025-01-04,2400.0,Fernanda Melo,Caruaru,SSD 1TB,Hardware,480
228,70,1,2,4200.0,8400.0,2025-01-05,8400.0,Olivia Pimenta,Paulista,Notebook Dell,Informática,4200
57,21,11,5,980.0,4900.0,2025-01-05,4900.0,Zoe Casa Grande,Paulista,Impressora Epson,Escritório,980
371,41,6,1,1700.0,1700.0,2025-01-05,1700.0,Isabel Correia,Petrolina,Monitor 27,Monitores,1700
1527,177,6,5,1700.0,8500.0,2025-01-05,8500.0,Noah Garcia,Igarassu,Monitor 27,Monitores,1700
3760,60,5,5,1100.0,5500.0,2025-01-05,5500.0,Mirella da Costa,Olinda,Monitor 24,Monitores,1100
1832,130,2,1,3900.0,3900.0,2025-01-05,3900.0,Ana Laura Peixoto,Olinda,Notebook Lenovo,Informática,3900
3766,4,7,2,480.0,960.0,2025-01-06,960.0,Bella Campos,Paulista,SSD 1TB,Hardware,480
1366,18,15,2,5200.0,10400.0,2025-01-06,10400.0,Murilo Gonçalves,Abreu e Lima,Placa de Vídeo RTX,Hardware,5200
4550,24,5,4,1100.0,4400.0,2025-01-06,4400.0,Julia Moreira,Paulista,Monitor 24,Monitores,1100
2897,44,14,5,450.0,2250.0,2025-01-06,2250.0,Samuel Rezende,Recife,Microfone USB,Áudio,450
4867,127,6,2,1700.0,3400.0,2025-01-06,3400.0,Bárbara Sampaio,Caruaru,Monitor 27,Monitores,1700
1204,16,15,2,5200.0,10400.0,2025-01-06,10400.0,Dr. Isaac Cunha,Paulista,Placa de Vídeo RTX,Hardware,5200
1173,77,5,1,1100.0,1100.0,2025-01-06,1100.0,Paulo Brito,Jaboatão,Monitor 24,Monitores,1100
66,193,14,3,450.0,1350.0,2025-01-06,1350.0,Dr. Luiz Otávio Sales,Petrolina,Microfone USB,Áudio,450
2599,172,10,1,270.0,270.0,2025-01-06,270.0,Elisa Carvalho,Jaboatão,Webcam Full HD,Vídeo,270
3867,134,14,4,450.0,1800.0,2025-01-06,1800.0,Bruna Santos,Olinda,Microfone USB,Áudio,450
895,87,9,5,350.0,1750.0,2025-01-06,1750.0,Maria Isis Pinto,Petrolina,Headset Gamer,Áudio,350
4695,88,12,4,1550.0,6200.0,2025-01-07,6200.0,Dante Cavalcanti,Cabo de Santo Agostinho,Cadeira Gamer,Móveis,1550
159,78,3,1,180.0,180.0,2025-01-07,180.0,Davi Leão,Garanhuns,Mouse Gamer,Periféricos,180
4105,123,15,1,5200.0,5200.0,2025-01-07,5200.0,Cecília da Paz,Cabo de Santo Agostinho,Placa de Vídeo RTX,Hardware,5200
2473,139,13,3,870.0,2610.0,2025-01-07,2610.0,Sabrina Rios,Recife,Mesa Escritório,Móveis,870
4884,53,15,5,5200.0,26000.0,2025-01-07,26000.0,Aylla Ramos,Petrolina,Placa de Vídeo RTX,Hardware,5200
4737,142,15,5,5200.0,26000.0,2025-01-07,26000.0,Srta. Stephany da Cruz,Jaboatão,Placa de Vídeo RTX,Hardware,5200
2205,112,14,5,450.0,2250.0,2025-01-07,2250.0,Maysa Cardoso,Igarassu,Microfone USB,Áudio,450
3548,3,4,5,320.0,1600.0,2025-01-08,1600.0,João Gabriel Dias,Caruaru,Teclado Mecânico,Periféricos,320
140,12,11,3,980.0,2940.0,2025-01-08,2940.0,Pedro da Rosa,Recife,Impressora Epson,Escritório,980
3283,11,1,4,4200.0,16800.0,2025-01-08,16800.0,Isabella Siqueira,Cabo de Santo Agostinho,Notebook Dell,Informática,4200
456,73,8,1,420.0,420.0,2025-01-08,420.0,Dom Almeida,Abreu e Lima,HD 2TB,Hardware,420
1705,161,15,2,5200.0,10400.0,2025-01-08,10400.0,Nicole Pimenta,Caruaru,Placa de Vídeo RTX,Hardware,5200
4012,22,15,1,5200.0,5200.0,2025-01-08,5200.0,Dr. Caleb Ribeiro,Igarassu,Placa de Vídeo RTX,Hardware,5200
1187,173,9,5,350.0,1750.0,2025-01-08,1750.0,Laura Barbosa,Garanhuns,Headset Gamer,Áudio,350
657,171,14,3,450.0,1350.0,2025-01-09,1350.0,Melissa da Paz,Jaboatão,Microfone USB,Áudio,450
4383,121,11,4,980.0,3920.0,2025-01-09,3920.0,Ana Júlia Melo,Olinda,Impressora Epson,Escritório,980
3587,94,2,5,3900.0,19500.0,2025-01-09,19500.0,João Guilherme Cavalcanti,Paulista,Notebook Lenovo,Informática,3900
2948,48,7,1,480.0,480.0,2025-01-09,480.0,Luigi Mendes,Cabo de Santo Agostinho,SSD 1TB,Hardware,480
4692,113,14,2,450.0,900.0,2025-01-09,900.0,Francisco Leão,Garanhuns,Microfone USB,Áudio,450
484,85,6,1,1700.0,1700.0,2025-01-09,1700.0,Davi Lucas Siqueira,Paulista,Monitor 27,Monitores,1700
4153,173,15,4,5200.0,20800.0,2025-01-09,20800.0,Laura Barbosa,Garanhuns,Placa de Vídeo RTX,Hardware,5200
1452,142,14,3,450.0,1350.0,2025-01-09,1350.0,Srta. Stephany da Cruz,Jaboatão,Microfone USB,Áudio,450
2446,11,13,2,870.0,1740.0,2025-01-10,1740.0,Isabella Siqueira,Cabo de Santo Agostinho,Mesa Escritório,Móveis,870
4702,36,8,2,420.0,840.0,2025-01-11,840.0,Rebeca Ramos,Olinda,HD 2TB,Hardware,420
4407,84,1,5,4200.0,21000.0,2025-01-11,21000.0,Benício Moreira,Recife,Notebook Dell,Informática,4200
2042,129,4,1,320.0,320.0,2025-01-11,320.0,Alexandre da Paz,Recife,Teclado Mecânico,Periféricos,320
4528,46,2,3,3900.0,11700.0,2025-01-11,11700.0,Noah Moreira,Igarassu,Notebook Lenovo,Informática,3900
4467,23,4,2,320.0,640.0,2025-01-11,640.0,Dr. Benicio Peixoto,Cabo de Santo Agostinho,Teclado Mecânico,Periféricos,320
2899,84,14,3,450.0,1350.0,2025-01-11,1350.0,Benício Moreira,Recife,Microfone USB,Áudio,450
1020,128,2,1,3900.0,3900.0,2025-01-11,3900.0,Luísa Sousa,Igarassu,Notebook Lenovo,Informática,3900
2185,19,15,5,5200.0,26000.0,2025-01-12,26000.0,Maysa Borges,Recife,Placa de Vídeo RTX,Hardware,5200
2740,41,4,1,320.0,320.0,2025-01-12,320.0,Isabel Correia,Petrolina,Teclado Mecânico,Periféricos,320
4027,187,6,2,1700.0,3400.0,2025-01-12,3400.0,Fernanda Lopes,Igarassu,Monitor 27,Monitores,1700
450,49,9,4,350.0,1400.0,2025-01-12,1400.0,Davi Lucas da Cruz,Olinda,Headset Gamer,Áudio,350
1955,45,14,5,450.0,2250.0,2025-01-12,2250.0,Sra. Sabrina Mendonça,Garanhuns,Microfone USB,Áudio,450
